customer_id,avg_monthly_usage_gb,usage_trend_percent,peak_hour_usage_ratio,service_outages_3months,avg_download_speed_mbps,network_stability_score,call_drops_per_month,cs_tickets_3months,avg_resolution_time_hours,unresolved_tickets,last_ticket_satisfaction,usage_change_3months,service_downgrades_6months,missed_payments_6months,payment_amount_trend,service_cancellation_attempts,support_requests_30days,negative_feedback_count,last_interaction_sentiment,interaction_frequency_trend,chat_support_satisfaction,service_quality_score,service_interruptions_30days,avg_interruption_duration_mins,service_level_achievement,customer_engagement_score,app_usage_frequency_change,feature_usage_breadth,service_exploration_score,social_media_sentiment_score,social_media_mentions_30days,community_forum_activity,public_complaint_posts,previous_churns,years_as_customer,historical_satisfaction_avg,complaint_history_score,nps_score,satisfaction_surveys_completed,last_survey_rating,would_recommend_score,contract_type,monthly_bill_amount,last_interaction_date,customer_segment,recent_complaint_text,dissatisfaction_level,primary_dissatisfaction_reason
588,34.48714716,-5.740873914,0.609570333,3,105.1553157,87.60492471,1,8,1.975056354,1,2.10051103,-0.297945663,2,1,-17.12455509,1,8,4,-0.24008775,2.151647345,1.715847269,57.14439671,10,111.0103959,0.601068397,15.94414116,-12.15282352,4.182562263,26.86116399,-0.439190401,9,8.866385104,2,1,3.852327547,4.122984605,49.92822467,-43,4,9.523733049,7.876451842,2-year,114.5321157,49:46.6,Premium,Happy with the service overall,1,Service Experience
589,34.3287094,-4.308023104,0.345159008,5,110.6740022,93.4979838,3,1,66.42077278,4,3.028575531,-48.59835258,2,2,-9.266957241,1,6,0,-0.910679942,4.282453464,3.654780556,87.76710077,17,6.476715906,0.918151325,68.9754641,24.68469749,1.925070207,49.4503964,0.022347697,8,0.801812917,3,1,2.427530965,3.053387861,30.60347043,-73,0,7.948751882,1.930347251,annual,66.68967844,49:46.6,Premium,Happy with the service overall,2,Service Experience
590,38.86151177,13.05586594,0.62837158,9,11.81108371,72.91958733,14,4,10.13230829,0,4.14517157,-10.10120267,1,5,-16.79169169,1,7,0,-0.329751467,2.969747789,4.963048622,86.06341467,6,103.8500442,0.74144211,59.3859265,38.37359561,5.88802498,69.69436258,0.830496539,1,9.453629784,3,1,5.752524086,4.181892293,98.83981102,-62,1,2.052643437,1.522024475,annual,118.6724736,49:46.6,Business,Service is terrible! Constant drops,2,Service Experience
591,36.3771628,11.54616908,0.693520877,7,139.5675038,95.5604876,3,0,32.65029108,3,4.526890094,-26.58353181,1,2,10.04316776,0,6,3,-0.21712796,1.092974393,4.293814258,68.90153834,8,61.36305465,0.625460548,74.85857267,26.68036652,3.716481681,1.188640885,-0.900731292,1,0.769548836,0,0,2.151509526,1.051253186,87.78079751,-35,4,5.522502205,6.64695066,annual,35.85175699,49:46.6,Premium,Happy with the service overall,1,Service Experience
592,131.7662015,29.47535962,0.682375105,7,18.21539272,66.4253445,3,3,58.89017829,1,4.354788961,-49.38177096,2,1,-14.36665243,0,9,3,0.979842983,-3.84147223,3.982964546,53.87111317,3,74.27357954,0.718393285,15.06002734,-46.58035144,6.947271486,63.74670588,0.622159587,7,9.635061152,2,0,9.405434318,4.281905459,69.24165893,70,0,9.301425237,4.095069344,monthly,152.9641198,49:46.6,Basic,Coverage is spotty in my area,2,Service Experience
593,44.55721604,-22.29634263,0.53150058,5,46.4555774,66.92095479,5,3,64.14163195,2,3.328722945,-36.67317103,1,0,-16.00454728,0,3,1,-0.584228256,-2.085193274,1.832186617,50.60490108,9,36.31267451,0.728694607,94.16053369,32.73689114,3.872835422,54.15907783,-0.869456003,2,4.526149176,2,1,2.59254302,1.713440899,89.49422301,-96,3,4.96034925,7.099984606,annual,51.58729004,49:46.6,Basic,Great customer service experience,2,Service Experience
594,75.67678383,-23.75342104,0.512101935,3,102.4965229,70.67088254,1,5,37.87723566,1,1.995265261,15.86623353,1,5,2.466888284,0,0,3,0.089559231,4.688424071,4.504559139,64.40784747,17,116.003714,0.809297696,62.09664278,27.44809585,4.880471438,22.02861677,-0.746410311,2,7.608606758,4,1,9.899341357,2.843743606,68.14878727,40,3,8.53675848,2.566002235,monthly,48.99312511,49:46.6,Premium,Service is terrible! Constant drops,1,Network Quality
595,180.3897979,13.46032903,0.285725577,7,29.63152619,64.78123478,5,9,41.11730927,4,3.644933533,-13.51957661,2,0,-3.540611515,1,2,3,0.974631098,-1.805779013,3.103155374,50.46111368,15,33.82211502,0.864433507,84.70711377,16.92902382,1.471243368,75.2981074,-0.761361792,6,7.061443672,4,1,4.186681904,2.770342464,44.04037984,-92,4,5.462593491,3.248718811,annual,190.8805443,49:46.6,Business,Service is terrible! Constant drops,2,Service Experience
596,100.0527116,4.70321502,0.66520769,7,13.03530382,69.21276899,6,8,48.54756204,0,3.839620183,19.80590432,2,3,8.60405355,1,6,2,0.584038416,-4.067451302,4.557160088,61.50363106,11,70.66535966,0.899622245,24.66067637,26.00224191,9.932842629,30.34609846,0.988204566,9,5.184949743,0,1,8.126860074,4.492622117,94.80495571,2,2,1.961305095,8.966776492,annual,161.3346358,49:46.6,Basic,Happy with the service overall,1,Service Experience
597,136.8359703,-13.55036001,0.362845628,9,53.01624093,64.25647052,10,2,69.25815538,4,1.04276796,-13.26282747,1,4,-0.519384332,1,6,1,0.986735002,2.075533559,2.319311318,70.97503701,18,119.2100046,0.698361217,73.94128894,47.94253958,5.568493449,27.68609315,-0.639627361,5,6.194548188,2,0,6.48280325,4.863916589,96.32476777,-44,1,2.330694335,4.216565268,2-year,100.418892,49:46.6,Premium,Happy with the service overall,1,Service Experience
598,42.74077553,-25.23483786,0.498017254,0,116.0658784,92.87009668,9,8,43.78956723,2,2.756842044,-11.92445114,2,2,-2.986616162,0,2,1,0.936596629,2.340042545,1.248204211,56.07078827,2,105.7313276,0.728708228,78.10307043,-6.888711218,1.218138347,47.1218349,0.793523693,6,9.499181815,2,1,9.334941744,2.020483866,31.41750973,-74,0,1.420081775,5.909534697,2-year,70.72794421,49:46.6,Basic,Bill is too high for the service quality,2,Service Experience
599,46.53491357,-24.86050502,0.370564456,3,64.98340845,65.55875968,2,5,40.72274342,2,4.373048171,-22.57098909,2,5,-2.97998205,0,0,2,-0.020920916,-2.145422797,2.903903875,55.21388789,7,64.35957903,0.723352683,39.74352724,-43.2776765,5.871075929,67.61496784,0.981864326,5,9.273514907,4,1,6.254269529,1.26965269,35.43953346,88,3,2.757832665,1.066821941,2-year,173.3933817,49:46.6,Basic,Long wait times for support,2,Service Experience
600,17.76503709,23.65145248,0.280297018,3,99.68107368,89.8919023,10,6,2.031923604,2,2.958350385,-28.29717069,2,2,14.87505522,1,9,1,0.3927517,-2.023280207,2.079350419,94.82187179,18,118.8449428,0.745094747,38.39534529,-3.911003037,8.833185994,92.88459759,-0.232430459,8,6.543260503,4,0,5.812179794,3.60208713,38.27204408,2,1,9.042526899,1.788291722,monthly,194.6592534,49:46.6,Basic,Long wait times for support,1,Service Experience
601,42.09766198,-18.48796052,0.577734618,6,89.0447691,61.91655472,11,9,6.747428844,2,2.245501769,-32.39181128,2,3,-4.190973971,0,8,4,-0.779113746,-0.311070145,3.860917159,79.27350145,8,84.16438341,0.999862524,65.7796265,-45.35663446,7.952969208,14.13572431,0.262097087,1,6.577186789,0,1,6.528524446,3.011362347,82.21459517,77,3,6.851782413,0.358877288,monthly,116.4201978,49:46.6,Basic,Coverage is spotty in my area,1,Usage Issues
602,62.93216442,-10.59770627,0.232599221,6,8.221679894,97.9408131,7,1,41.97918549,1,4.487191084,-25.96055687,1,3,-6.664114889,0,5,4,-0.11770235,-4.782110502,4.828426211,96.72278434,18,25.04404994,0.911177321,9.340768176,-20.57495919,7.308160157,39.64681208,0.558182508,7,2.469386934,2,1,7.864655321,3.262820568,79.11456508,-19,3,7.649712414,4.243708118,annual,128.6129323,49:46.6,Basic,Great customer service experience,2,Service Experience
603,43.63199201,-16.40061587,0.64918714,7,148.3382981,88.4464035,1,9,67.47306753,2,1.62352279,-17.81042434,0,2,-6.458596919,1,6,2,0.618037085,2.893230104,3.763896605,67.29130819,16,48.67154525,0.989996186,73.56241502,8.68797918,2.255181891,6.698959251,-0.214709836,5,8.286234947,0,0,8.988416322,1.185080851,98.31151048,61,3,6.594953126,9.889200045,monthly,71.31909355,49:46.6,Premium,Long wait times for support,1,Network Quality
604,26.85348141,-8.70022165,0.390552077,4,11.00707288,60.27186194,10,5,62.53508574,2,1.82578093,-36.56056348,1,5,-12.13596813,0,0,3,0.010670642,-1.829112127,4.547735719,83.85724687,12,40.13920008,0.877244424,4.288675984,-19.03771071,6.919633711,75.85507475,-0.676371719,3,6.32603333,4,1,2.668149001,4.101239286,46.5213677,-16,1,4.478853629,8.738731527,2-year,130.1725449,49:46.6,Basic,Coverage is spotty in my area,2,Service Experience
605,32.92081551,-25.83456944,0.200080816,6,145.331397,90.55426001,7,5,70.76310353,1,3.749489468,-34.25874357,0,1,14.42755402,0,0,4,0.405398066,3.53763102,2.812096054,60.23458373,1,41.28164499,0.762508281,19.05903011,18.53952459,7.896685402,44.77328897,-0.132474512,5,8.26248792,3,0,2.008870919,1.92941366,73.67670941,-36,4,2.951750195,6.329089149,monthly,98.10159796,49:46.6,Premium,Connection keeps dropping during work calls,2,Service Experience
606,97.54796593,1.143587454,0.506677484,7,84.73030586,80.56327683,12,1,38.47621667,2,2.409743766,-30.99186619,0,1,-14.1347674,1,3,2,0.49150266,3.026304216,4.086562949,80.91701586,3,91.25477272,0.755897673,66.41437572,32.19863277,6.151771576,70.69291352,0.54377529,5,6.578524103,4,1,0.343496957,2.339747124,85.67204698,72,1,9.330531256,8.61096492,annual,173.7483449,49:46.6,Basic,Connection keeps dropping during work calls,0,None
607,49.2034065,-25.94324618,0.228111145,8,144.6580589,91.17460681,10,1,56.94309663,4,3.852067343,-18.55180756,0,4,16.34442951,0,6,4,-0.493061718,1.614020331,4.372173747,56.4792865,10,70.11155127,0.795432458,9.832366709,-7.956082072,9.034741041,32.2194424,0.561525525,9,2.99320026,2,0,3.70079203,1.91341485,22.12304381,-14,1,5.633468034,5.941693564,monthly,94.10921337,49:46.6,Business,Network quality has degraded significantly,2,Service Experience
608,79.2112736,18.02139047,0.365701735,2,21.63927192,80.89987236,4,1,60.66842354,4,1.630814485,-4.303064323,1,2,-8.661291124,1,7,0,0.751398746,-1.751251329,3.84350251,50.10403196,1,4.571125391,0.766747913,97.18420915,40.01379513,3.492908036,84.43172414,-0.538922416,2,1.894814027,0,0,8.461850228,4.783778242,62.05554275,-67,2,5.329898931,3.687688803,2-year,140.2924552,49:46.6,Premium,Great customer service experience,2,Service Experience
609,105.6492815,-15.97727509,0.624185892,2,76.10923528,85.64099431,1,9,47.01024767,3,2.009076358,9.93023052,1,2,15.97707289,1,9,2,-0.080355138,0.163165617,3.031109144,96.57659007,3,105.293818,0.931330498,86.83962095,-42.01610686,3.179302298,53.48280782,-0.65006872,7,0.769658442,2,1,0.698574286,1.674887266,54.77076764,-1,2,9.964936797,1.735464011,annual,64.58922228,49:46.6,Business,Network quality has degraded significantly,1,Billing Problems
610,141.1750174,2.400714876,0.237613773,3,29.57809332,91.45326622,6,0,25.0512432,4,1.626589513,-29.9007714,1,5,11.63282627,0,8,1,-0.579629793,-0.551707424,3.503464438,77.74471881,3,35.61553686,0.786000805,62.63023324,34.01131642,8.826127704,94.36078218,0.841121404,4,5.859949323,4,1,5.385200765,3.929276016,74.2827005,35,4,4.455369895,6.530487418,monthly,45.4143821,49:46.6,Business,Coverage is spotty in my area,1,Billing Problems
611,17.46930657,22.80474525,0.703603095,4,12.39135717,76.20432218,13,4,34.36846886,0,4.811641254,-37.13901618,1,2,3.279500838,1,0,4,0.730831764,-1.611181138,3.802027983,96.34703314,19,119.6489852,0.718245744,81.90574557,32.85731454,6.628584187,7.881463914,-0.912001939,9,2.840513575,4,1,6.947886362,1.982989176,69.54279826,-7,2,8.687127834,1.930512764,annual,36.86038739,49:46.6,Basic,Happy with the service overall,2,Usage Issues
612,161.8879758,9.052642143,0.202291954,9,94.54172168,60.10832599,1,7,61.91211213,0,2.621615843,-23.48067746,1,5,6.778800157,0,3,1,-0.164362388,3.481362893,2.012337613,66.69157619,0,114.5028876,0.909944107,88.75800486,-17.80061037,1.013024985,51.42768245,0.469476952,3,6.305095146,1,1,8.368530331,2.699678476,81.27926109,-53,4,8.761096543,4.174284172,annual,100.6597243,49:46.6,Basic,Service is terrible! Constant drops,2,Service Experience
613,129.301074,1.977467193,0.348094322,0,35.12859604,93.99785984,13,1,22.19690274,0,2.34887964,12.60681535,0,2,-6.966236367,0,3,2,0.500624877,-0.164929254,4.238317044,66.38930346,10,112.863686,0.941768164,25.94756496,-20.12848129,4.178182677,76.6455246,-0.907157229,1,0.586564449,4,0,5.83430322,4.984247509,31.11451904,63,3,3.094031893,8.258018422,monthly,57.79988264,49:46.6,Basic,Bill is too high for the service quality,2,Service Experience
614,25.53421607,-10.53997481,0.644542434,6,90.21606765,75.2356145,5,4,66.58576232,1,1.056808625,-49.30974902,1,3,2.969144573,0,2,4,0.096066144,3.327230978,4.801298156,70.03275009,1,97.33531249,0.768171582,84.94115879,-19.49050188,8.720703872,60.01526481,0.675800102,9,3.75663065,2,1,1.863200102,1.402306977,21.63563917,-1,3,1.853557231,1.292293026,annual,198.8916323,49:46.6,Basic,Connection keeps dropping during work calls,2,Usage Issues
615,175.9799386,-10.01988522,0.38976209,8,21.29284988,79.84170904,9,7,17.31625024,4,1.613670318,-2.549196876,0,0,-8.303883971,0,6,1,-0.236256496,-3.947815259,2.860957261,85.3020492,18,26.4735998,0.867123429,19.47937836,31.13937123,1.245875605,2.319414043,0.810829627,0,2.605532154,0,1,9.645362582,4.525436924,80.51987309,-19,1,9.780581041,1.290214191,monthly,165.725176,49:46.6,Basic,Happy with the service overall,1,Service Experience
616,184.9657561,10.16921731,0.261135433,7,53.13803836,60.31066569,2,9,54.21566548,0,2.684543425,-16.59879675,1,2,-3.909087444,0,0,3,0.61975283,-3.589752114,3.804268732,78.29043171,7,63.91592928,0.623521814,41.33422641,33.16534876,1.029231354,97.23386783,-0.405161752,6,3.70334078,0,1,0.946515104,4.784199585,36.0563431,93,3,4.833071777,2.244024156,2-year,147.8734358,49:46.6,Business,Great customer service experience,1,Service Experience
617,21.60481237,29.64836167,0.416140351,4,118.3367209,79.68368041,8,4,45.76970564,3,1.27401117,-38.72676495,1,0,10.58650221,0,8,3,0.168939863,4.773203051,3.948103623,96.26774535,19,26.91631522,0.811785941,55.82596312,-17.02775412,3.531333615,29.82636931,-0.852128713,9,0.542834298,1,0,7.689996118,3.79290918,28.75735579,16,2,1.019982898,5.519173071,2-year,166.5641395,49:46.6,Business,Connection keeps dropping during work calls,1,Usage Issues
618,62.60675315,9.710351391,0.362235972,3,68.37247067,99.45949606,2,1,54.22156032,1,3.042957318,-27.52849316,2,1,-10.24269745,0,7,0,-0.218875795,0.877684626,3.64899019,51.27204506,3,31.16105467,0.617992455,71.38909631,9.259034744,9.226000333,24.92778664,-0.038630927,2,7.241814188,2,0,0.865592238,1.039848759,33.68185255,-90,0,5.491160504,2.517234783,monthly,74.66703396,49:46.6,Basic,Great customer service experience,2,Service Experience
619,163.1782432,3.467005042,0.705627141,6,96.02308516,71.13070643,10,2,32.05167764,3,2.820061754,-34.25349693,0,4,13.55384063,0,1,2,-0.780804259,0.097696735,3.188460433,85.4097969,15,73.31421233,0.611676336,3.014131772,-36.10667706,9.113298233,48.56598756,-0.403073927,2,1.166973331,4,0,1.434191077,4.283194336,6.635399105,-49,1,6.573703274,5.031979373,monthly,179.4748771,49:46.6,Basic,Service is terrible! Constant drops,1,Service Experience
620,152.1693412,13.83903061,0.388008751,4,98.88140141,75.81673081,14,5,67.21751544,4,4.068672561,11.44825175,1,1,-4.964685853,0,1,1,0.790890628,0.231560631,4.526591818,66.51638447,14,4.900025442,0.84516994,29.05094128,-3.122126172,5.668857512,54.21581075,-0.165727714,2,0.144026263,3,0,8.982155937,4.52908771,77.31443462,63,4,7.984794227,3.019826111,annual,199.2581872,49:46.6,Premium,Great customer service experience,1,Service Experience
621,45.05899368,-2.087663263,0.673359483,6,127.3444814,87.48759986,11,4,45.90552637,2,3.639210806,-16.26886312,1,2,1.286798434,1,7,0,-0.929060829,-2.84731226,2.795706837,59.01168259,4,116.335028,0.721334153,60.85190982,49.87928509,5.97913184,76.62881376,0.329970907,9,9.462891014,0,0,7.530746586,4.923736628,71.51596585,-70,3,9.486479064,5.062422049,monthly,79.27525974,49:46.6,Premium,Coverage is spotty in my area,2,Service Experience
622,49.77637143,-26.39145944,0.735123287,0,52.11380519,92.5917467,11,3,21.46900212,3,2.783789221,-10.58340055,1,5,17.6784195,1,0,2,0.726374697,2.187039495,1.244411826,75.51978113,4,110.2407807,0.897014865,35.73686791,-34.11608523,3.988072102,39.32736577,-0.580347928,2,1.928763824,2,1,3.655082712,4.357262991,55.26924538,-77,1,9.236535661,2.77631449,annual,197.3902768,49:46.6,Business,Long wait times for support,2,Service Experience
623,80.38969953,3.737808953,0.460290452,0,104.6578566,76.69566496,2,3,46.33031002,2,1.8986428,-8.441866646,2,1,7.250225207,0,6,3,-0.28007695,-4.152193763,4.378225503,75.25318921,14,45.69210866,0.958433024,77.50250556,44.756264,3.193629958,43.99603765,-0.286096861,1,8.280612984,1,1,6.387243567,2.782347869,71.60849799,48,1,9.46122238,9.800123756,2-year,84.46741288,49:46.6,Business,Great customer service experience,0,None
624,102.0593672,27.45751707,0.745965886,9,144.434292,72.38675482,4,4,21.36391805,1,3.907454264,-5.226801278,0,3,5.824164514,0,8,1,0.278677527,0.733237131,3.695925089,56.85055143,16,61.85069376,0.655756469,65.16521612,32.4254722,8.336996688,53.49599159,0.565124981,5,9.644705998,3,1,4.572472217,3.754598707,37.31331667,-5,1,1.289126334,4.927179011,monthly,31.99293001,49:46.6,Business,Happy with the service overall,2,Network Quality
625,127.4684066,-19.48182346,0.426390832,2,110.8852835,97.513032,6,1,21.84789981,3,3.831448414,-15.31110167,1,0,8.464309104,0,2,4,0.844399448,0.707687966,4.397034506,60.09480281,2,55.93433031,0.889809135,23.44014537,47.22146509,1.956653744,39.43870997,0.2875239,9,5.341211996,2,0,0.665377609,2.940514048,29.53690761,57,3,7.405967204,7.436434341,2-year,92.42638981,49:46.6,Basic,Great customer service experience,0,None
626,80.09359152,11.40029345,0.77844705,1,76.03121912,87.08579867,13,8,29.37149433,3,1.613184642,-48.74885284,1,5,16.72445355,1,6,3,-0.696586769,4.141884241,1.55418977,70.40823325,17,105.8639734,0.805807999,14.59289796,-32.04212394,5.386189338,91.45480791,-0.347449018,2,5.2611816,4,1,7.211276163,2.412073398,86.23009893,20,4,3.032721665,7.005465589,monthly,199.5775502,49:46.6,Business,Bill is too high for the service quality,2,Service Experience
627,97.88159607,-17.94397868,0.253573715,1,96.45402945,64.76085218,7,1,61.52255965,1,4.659007326,-26.56941192,1,5,-10.05945163,1,5,4,0.133900951,0.261828101,1.123011762,70.44057062,10,82.63222516,0.6448477,62.90469936,-28.64815096,6.709575335,85.12519666,0.328603201,0,3.67417245,0,0,7.632557237,3.505705973,42.24545703,-29,1,2.687974185,4.905593748,2-year,137.9757133,49:46.6,Business,Long wait times for support,2,Service Experience
628,152.0194782,2.149661068,0.61221156,6,112.2540202,62.75711513,11,9,36.52114908,1,1.257620464,-37.12887315,2,2,4.529648232,0,6,4,0.528865725,-3.62937304,4.737498162,65.87790698,5,33.37334969,0.860637043,45.04673277,-48.31328183,1.933122613,45.49736951,0.530625846,9,4.255948648,4,0,8.823413862,4.079329759,19.59121718,-4,1,8.202867117,2.388620617,monthly,148.2303309,49:46.6,Business,Great customer service experience,1,Service Experience
629,16.96980855,-24.19941302,0.496288424,9,93.77998603,79.34199403,10,1,49.2019598,0,1.220150836,-2.390000996,1,3,-3.984245825,0,6,1,0.515167665,0.727532592,1.590913223,57.42725758,11,53.62095054,0.843786721,16.89570411,22.47018129,5.676463859,0.019486234,0.184971162,8,4.82075397,1,0,5.406373466,3.543603147,74.90439156,14,1,4.754167203,5.107182779,monthly,70.51901585,49:46.6,Premium,Long wait times for support,2,Service Experience
630,57.96301943,-2.977743825,0.432589283,1,7.417992956,68.80360264,6,9,28.82970956,4,1.749401671,-46.0306744,0,0,-19.52578827,0,9,1,0.051263829,-4.086723556,4.238609328,50.21868396,16,51.47591708,0.806256747,32.63742053,14.40946934,6.197691591,90.09344955,-0.521006335,5,1.520944037,0,0,6.73137951,4.306313471,33.58718543,-37,3,9.249400682,6.809716237,annual,54.8064162,49:46.6,Business,Network quality has degraded significantly,2,Service Experience
631,145.5364213,15.36979973,0.579627127,3,33.24215716,70.15939014,8,8,19.71598623,3,4.637843192,-10.53376262,0,3,-14.98796414,1,0,4,0.24947892,-2.962061647,4.292839769,98.51175312,13,115.1202202,0.970588482,30.30467483,-32.19345617,7.682464545,12.43365734,-0.999509419,5,3.647367239,3,0,4.380504184,1.705499898,21.18513009,26,2,1.381915817,4.599192706,annual,180.5367744,49:46.6,Business,Service is terrible! Constant drops,2,Service Experience
632,180.0892992,-9.145708546,0.622314255,1,122.5178915,95.10768715,4,2,68.77945141,3,3.079992496,-35.25577944,0,1,-7.000324189,0,2,0,0.515053988,-4.688914158,3.834820802,97.17496149,5,21.03730926,0.808431878,10.81319723,29.11449655,3.113524442,24.45124152,0.605698214,9,8.161084426,0,1,3.189092591,2.494778206,2.721427772,16,4,8.219627465,0.819251074,monthly,100.2766748,49:46.6,Premium,Happy with the service overall,0,None
633,107.218714,9.894703469,0.202617962,5,44.53434386,63.58264097,9,9,43.85426855,1,4.151763683,16.41920869,0,2,2.599998847,1,9,4,0.682055276,0.132935825,1.525048844,74.18251896,9,10.74916048,0.996206046,54.69090193,-20.08044939,3.63994753,15.23612844,0.645267111,8,1.823981196,4,1,4.116999952,2.250343251,97.06017583,-62,1,2.231509702,0.179832296,annual,30.69828944,49:46.6,Business,Bill is too high for the service quality,2,Service Experience
634,111.1015622,17.72699765,0.300171853,7,111.0765073,88.61456461,10,6,67.31054504,1,1.911372752,-26.51213405,1,5,15.25899107,1,0,4,0.523626194,-4.154673847,3.669594498,99.75258766,15,105.6742599,0.803691526,76.36486339,-36.50044307,6.12569032,17.981557,0.395209003,1,7.29853247,2,1,9.117523567,1.776508559,46.72893839,28,1,2.589194814,3.278768085,monthly,80.02181219,49:46.6,Basic,Happy with the service overall,2,Billing Problems
635,30.36268215,25.63066917,0.62782763,9,58.95743121,70.84569014,14,3,15.44232316,4,2.960887899,-27.2345166,2,5,11.64456473,0,4,1,-0.291990114,-0.306056215,4.556346333,83.68271654,17,107.6023187,0.646340815,57.54668889,-7.743733498,9.84813769,80.28775379,-0.846838137,9,6.515866003,2,1,1.64171285,2.77269731,16.1757873,-4,1,5.29616544,1.502239261,monthly,63.27445841,49:46.6,Premium,Coverage is spotty in my area,1,Billing Problems
636,95.0083497,-15.92147509,0.599831248,3,80.67322758,90.41312886,2,5,11.42948564,1,2.433157854,14.63692676,2,1,2.133346897,1,2,2,0.993452802,4.329450353,2.702126579,53.44287688,19,104.6086905,0.7881885,82.62913649,-40.90301516,2.957438645,57.95014417,0.170444575,8,0.572977753,2,0,2.484998176,4.791491491,75.78111596,69,3,4.560309468,9.061902459,2-year,132.6412838,49:46.6,Business,Service is terrible! Constant drops,2,Network Quality
637,111.1972806,-6.041045051,0.779628503,4,14.85612847,88.89645538,5,3,61.76342641,2,4.311314428,-20.78564558,2,5,-17.04518328,0,0,3,-0.130994613,2.19761413,2.654067418,55.88590995,5,61.31722988,0.672931505,12.75685472,-23.67563437,9.873134444,95.60951631,0.642041343,2,0.224288684,1,1,6.061907914,3.152033167,88.7651128,-24,2,5.375550755,1.758326701,annual,158.5409389,49:46.6,Premium,Connection keeps dropping during work calls,2,Service Experience
638,56.06939569,-20.8550392,0.656622674,3,31.27770635,60.29567606,4,9,49.3451221,2,1.090417757,17.40036339,1,4,-8.563748384,1,1,1,-0.951070594,-4.225883258,2.771433238,95.80554219,18,79.16933139,0.838853394,43.56118578,-12.86666416,7.429082797,23.14535123,-0.22066336,2,3.525284626,1,1,1.162813216,2.145619507,52.79679926,-96,1,9.460238698,3.94282714,annual,114.5747449,49:46.6,Business,Coverage is spotty in my area,2,Service Experience
639,61.15621388,29.54901013,0.770463625,2,143.7935597,80.36541652,11,6,14.24707345,2,1.97537092,-48.30807535,2,2,-5.331654084,1,9,0,-0.274766097,-2.757901878,1.329087563,81.50261011,2,67.60356571,0.87725287,60.94151037,35.18641745,8.434738627,48.56349081,-0.603998532,2,6.921702771,2,0,8.918645117,2.416242473,2.835945878,39,1,6.91650042,7.120775121,2-year,61.60283446,49:46.6,Business,Connection keeps dropping during work calls,1,Usage Issues
640,81.68399099,25.62005808,0.621524301,4,134.0700177,65.5727793,3,0,20.12453875,2,1.610296897,-28.55587974,0,1,4.868687408,0,4,3,-0.744434091,1.736624199,4.568102276,92.15918133,11,8.333739127,0.787374111,67.60015609,29.25487413,1.806771414,97.74283691,0.175254594,0,3.304179274,3,0,0.472363719,3.452302847,36.51429614,56,3,3.612784437,8.1542166,monthly,39.85395881,49:46.6,Premium,Great customer service experience,1,Service Experience
641,13.81352758,2.397427817,0.378831325,8,99.57989108,94.64908122,11,2,57.84713985,4,4.436756155,-3.366492781,1,2,-17.40305508,0,2,1,-0.757114769,3.94701861,4.476731456,94.91348248,15,71.50018763,0.639081187,69.57863064,-5.724571425,3.703781687,82.64435143,0.652613255,9,6.677333006,4,0,7.553122933,2.410986967,24.31016356,-98,4,2.556178411,4.777131532,annual,83.30078078,49:46.6,Basic,Coverage is spotty in my area,2,Service Experience
642,71.19504146,20.52199766,0.263218953,7,71.64846662,94.86343531,1,2,33.22467202,3,2.870175399,12.35998752,2,0,1.20774218,1,5,1,-0.43692992,-4.670814132,4.991637287,72.39710056,2,1.633697671,0.787456559,72.89654271,22.45750578,1.519626517,72.86156791,-0.902260083,6,6.65458143,3,1,3.737280471,3.153386892,63.63974699,-40,4,4.780416476,1.811350096,monthly,167.0137723,49:46.6,Premium,Great customer service experience,2,Service Experience
643,50.17512133,1.257478636,0.669094318,7,102.9853875,76.7338323,6,0,48.60837596,2,2.616880176,-32.05160849,0,2,16.05858305,1,8,2,-0.893249012,3.124511317,3.340732566,52.42629758,15,38.99848915,0.632581686,65.14298122,6.864963618,4.343922955,18.89752014,0.193902434,9,8.065546226,2,1,0.511655736,2.096639574,51.88578018,78,2,5.064769245,2.708952236,annual,101.317301,49:46.6,Basic,Network quality has degraded significantly,1,Network Quality
644,72.22449691,7.41514128,0.586489533,7,94.69849192,77.77582474,12,5,23.60299357,1,2.797931048,15.13343144,0,2,8.217307828,1,5,0,0.377024377,0.618138803,4.004766546,59.41401744,3,111.8751091,0.872850382,9.422808894,-15.91581449,9.831606939,76.94054009,0.286347591,6,0.994856147,4,1,8.429278937,2.383725084,35.57368437,63,4,6.411649689,4.189684476,annual,72.88268742,49:46.6,Basic,Coverage is spotty in my area,1,Service Experience
645,32.75480505,-24.65253407,0.228911607,7,87.44007706,72.13131758,4,8,28.06732665,2,4.887698203,-8.411497345,1,0,11.88307226,0,1,0,-0.852022232,0.460913253,1.810687625,53.32859737,19,36.48543236,0.91614729,69.53056776,22.58743435,1.94745756,34.75651226,0.204734079,1,5.771288912,1,0,6.404602347,3.822911435,64.85051381,10,1,3.394024332,3.645945893,monthly,33.52321217,49:46.6,Premium,Connection keeps dropping during work calls,2,Network Quality
